Tb.Th Mean (µm),Tb.Th Std Dev (µm),Tb.Th Max (µm),Tb.Sp Mean (µm),Tb.Sp Std Dev (µm),Tb.Sp Max (µm),BV (micron^3),TV (micron^3),BV/TV,Corr. Euler (χ + Δχ),Connectivity,Connectivity Density (µm⁻³)
0.0047444203707176,0.0018216675426077,0.0098425196850393,0.0066775031915799,0.001584423456605,0.0168189045012466,0.0085607130798415,0.0320699302815928,0.2669389364015892,-327.875,81586.875,2544030.320104199
0.0039008649861911,0.0012998814308332,0.0085229769343455,0.0051255641378351,0.0013205599253664,0.0144188746367879,0.0100681087890397,0.030231634609016,0.3330322332632685,-15136.125,143551.125,4748374.570430546
0.0040851214351367,0.00133614716499,0.0085229769343455,0.0051447088411217,0.0013480030817176,0.013522398699102,0.0114274786498023,0.0313144735223952,0.3649264178632846,-25048.75,143032.75,4567624.293530169
0.0048652502495472,0.0016949998112175,0.0100374400146364,0.0064179639177998,0.0016232608106192,0.0153745074910441,0.0103418493315825,0.0316034647817327,0.3272378330353281,-10095.5,71128.5,2250655.12567196
0.0049340302549947,0.001773996733305,0.0102286460831409,0.0064503977617879,0.0016478113536759,0.0179339243671086,0.010549593226401,0.0323044445301489,0.3265678571428571,-1959.5,71599.5,2216397.806598347
0.0047683927017872,0.0019028818044136,0.0100374400146364,0.0066579885370149,0.0015084332837833,0.0155000151611688,0.007641828029719,0.0309318870360181,0.2470534054653904,15169.375,83538.625,2700728.374661549
0.0043049290424256,0.0017789571773348,0.0098425196850393,0.0065711661586611,0.001479998934926,0.0149916795295054,0.0068946294696231,0.0313918344372121,0.219631302000311,18862.25,93318.75,2972707.765347381
0.0050548945526917,0.0018159455835995,0.0104311058882009,0.0066333296971581,0.001564521818906,0.0162061691994721,0.0088965381810697,0.0302140502332447,0.2944503670441643,18309.875,73817.125,2443139.017448855
0.0049167193398532,0.0018284806114348,0.0100649871556783,0.006654861529334,0.0015580227606687,0.0167749801321927,0.0087946039207899,0.0317775536851622,0.2767552218752561,15799.5,83899.5,2640212.6743687894
0.0050304038485024,0.0018438821475559,0.0098768403953013,0.0065567721742699,0.0016696236590781,0.0156166558608494,0.0106207048749997,0.0347185913851434,0.3059082886509199,-637.375,92373.375,2660631.417193035
0.0047288241348867,0.0018603943698988,0.0106007179876012,0.0067065663225068,0.0015428514461817,0.0148618784476452,0.0082887416943633,0.0315955774628084,0.2623386676227103,-2448.5,78220.5,2475678.7589046056
0.0042594891833508,0.0016647755630373,0.0100374400146364,0.0065946940361984,0.0015489179787673,0.0158705861549677,0.0074072603853869,0.0313670387736936,0.2361479015863968,3297.625,84167.375,2683306.3716103123
0.0048661457272026,0.0017356992237211,0.0100374400146364,0.0069729441732872,0.0016098651360339,0.0176068347270094,0.0076913945658599,0.0301810766330686,0.2548416234241537,18574.625,75256.375,2493495.375096842
0.0050730714647788,0.0017885798075067,0.0100374400146364,0.0069547994868961,0.0016038115099659,0.0164696851114588,0.0087571160932184,0.0315323025146542,0.2777188912591666,16988.375,70741.625,2243465.2517723283
0.0044976149018355,0.0016762909926767,0.0098425196850393,0.006636242697558,0.0015450795804421,0.0164696851114588,0.0080722237293391,0.0318249456934445,0.2536445405781776,8537.375,83897.625,2636222.094709863
0.0042325366200424,0.0015667015173303,0.0098425196850393,0.0065994117203659,0.0015576671896957,0.0155000151611688,0.007286856724304,0.0309124500200279,0.2357256289806498,6417.75,87932.25,2844557.7734223334
0.0050079616036002,0.0020447340537243,0.0100374400146364,0.0069107657342445,0.0016005792486386,0.0179339243671086,0.007245005877807,0.0297792209757647,0.2432906449669463,14391.0,76245.0,2560342.329372902
0.0040655197121026,0.0016094172798742,0.0098425196850393,0.0065521358505008,0.0014931046821939,0.0148618784476452,0.0062768756196961,0.0293460744401803,0.2138914910916289,5501.875,83925.125,2859841.617694886
0.0050856771431569,0.0018264063465313,0.0100374400146364,0.0066873205928351,0.0015618404534858,0.0161128982784241,0.0097631745152761,0.033013113270321,0.2957362559335881,5561.875,76019.125,2302694.8224341385
0.0049073592884334,0.0020051565695935,0.0102286460831409,0.0067005791063383,0.0015671462055266,0.0176068347270094,0.0083701321130496,0.0323044445301489,0.2591015643447461,7210.5,85026.5,2632037.208398583
0.0043913826565649,0.0018111231769182,0.0106431213096713,0.0064411245220395,0.0015986576751734,0.0171159367403417,0.0086173931180875,0.0352753070132782,0.244289670245643,15703.25,108963.75,3088952.5627369927
0.0038309867425311,0.0016482020792636,0.0096822358081123,0.0062198781105879,0.0015501137576158,0.0155620158799635,0.0071631787783356,0.0337690636363332,0.2121225170907189,779.0,125969.0,3730307.7561341054
0.0042481617077177,0.0019220453623708,0.0102695611017945,0.0064776141848671,0.0015559449225003,0.0164170281602506,0.0073079649634063,0.0337690636363332,0.2164100563198168,12412.0,113011.0,3346583.761310095
0.00476500741956,0.0019948226587779,0.0106431213096713,0.0067209115880844,0.0016313669761361,0.0170014470599929,0.0087249685588066,0.0350219842635192,0.2491283330252375,18789.625,98745.375,2819525.423145663
