Tb.Th Mean (µm),Tb.Th Std Dev (µm),Tb.Th Max (µm),Tb.Sp Mean (µm),Tb.Sp Std Dev (µm),Tb.Sp Max (µm),BV (micron^3),TV (micron^3),BV/TV,Corr. Euler (χ + Δχ),Connectivity,Connectivity Density (µm⁻³)
0.0027619795067103,0.000545370942495,0.0055677698353144,0.0209294829781599,0.0118489068324171,0.0623117769797017,0.0050090034050638,0.0320699302815928,0.1561900310066751,-48862.0,64268.0,2003995.6256745544
0.0021558952403768,0.0004007602951985,0.0047480313135138,0.0142976520177587,0.0088150604455819,0.0450159653905302,0.0044548039517709,0.030231634609016,0.1473557089910851,-65354.75,100021.75,3308512.797722494
0.0021934897760281,0.0003778815333035,0.0044764867754837,0.0122237836200551,0.0072891291834587,0.0433144927154736,0.0054162010464982,0.0313144735223952,0.1729615873191906,-74861.25,114352.25,3651737.907016647
0.0025252925129387,0.0004568690155434,0.004821830377804,0.0166820315864142,0.0135153719759362,0.0649606299212598,0.0051061446241986,0.0316034647817327,0.1615691399491782,-59716.75,77629.75,2456368.3297431106
0.0025925713730609,0.0004631675427823,0.004821830377804,0.018958908366406,0.015584190999429,0.0727281645527036,0.0050852535268062,0.0323044445301489,0.1574165289256198,-49864.0,68651.0,2125125.5360831167
0.0031550728429959,0.0007201457234818,0.0059055118110236,0.0239199803570124,0.0180793108902578,0.0787893580639456,0.006345783822227,0.0309318870360181,0.2051534655754381,-32475.375,50857.375,1644173.0483749632
0.003216648899664,0.0007782531535531,0.0059055118110236,0.0266049208603506,0.0196062579868346,0.0887574849166269,0.0057208453799289,0.0313918344372121,0.1822399194724155,-26775.5,46078.5,1467849.8668869794
0.0028084955521175,0.0005673503158233,0.0058110232813341,0.017897956804987,0.0113803066729941,0.0545466333081394,0.0063900724161921,0.0302140502332447,0.2114934067714317,-56957.0,68237.0,2258452.589878806
0.0027716209502421,0.0005334195768556,0.0058110232813341,0.0176931753372709,0.0106688759848633,0.0530117661339777,0.0065591107178763,0.0317775536851622,0.2064070375857464,-54492.25,66205.25,2083396.684840247
0.0029494539149777,0.0006852297540704,0.0058110232813341,0.0165088229674925,0.013406271786756,0.0556025834710956,0.008200781393396,0.0347185913851434,0.2362072038701813,-100719.625,122525.625,3529107.032044812
0.0033799473225601,0.000903239107038,0.0070975418165912,0.0146088046351755,0.0085539029339167,0.044931937390425,0.0080693079385666,0.0315955774628084,0.2553935894371654,-59250.625,87637.625,2773730.7571972464
0.0033423335064114,0.0008711408325067,0.0062249560994426,0.0179163846443957,0.0122280036370585,0.0614349860844649,0.0071305510782773,0.0313670387736936,0.2273262429942053,-45832.75,74735.75,2382620.512545097
0.0035715525544534,0.0010422813141439,0.0070975418165912,0.0063638879558232,0.0030482455970734,0.0163516209820124,0.0108144038569081,0.0301810766330686,0.3583173651618195,-143842.125,204994.125,6792140.899817777
0.0034488216629178,0.0009401014118682,0.0073654675108241,0.0058893739707826,0.0028380289321809,0.0162326989211435,0.0118916407554763,0.0315323025146542,0.3771256713635137,-182688.625,239080.625,7582085.859061205
0.003492709454589,0.0009408112116686,0.0068190975452032,0.0101472918442853,0.0071433791964072,0.0296585015424593,0.0101462367663908,0.0318249456934445,0.3188139538123651,-108247.75,160411.75,5040440.651342334
0.0035413689031375,0.001013882399544,0.0073654675108241,0.0088451171484519,0.0049382847125136,0.0274180877865768,0.0093292651828906,0.0309124500200279,0.3017963693219471,-92526.25,151301.25,4894508.520093775
0.0035744973524348,0.0011882884061242,0.0070975418165912,0.0051512103381119,0.0020924255134552,0.0178255621842512,0.0107406804995696,0.0297792209757647,0.360677013959188,-176351.125,225829.125,7583446.362945036
0.0034660246428542,0.001202202218724,0.0070975418165912,0.0056567778737526,0.0026345727011913,0.0242693461771086,0.0095706541376173,0.0293460744401803,0.3261306433719557,-184387.75,237486.75,8092624.125386777
0.0030829796171563,0.0007027533697331,0.0059055118110236,0.0203128555628258,0.0229742301730659,0.0916570603378175,0.0085782793366767,0.033013113270321,0.2598446037620057,-93421.625,114784.625,3476940.3315618825
0.0031849645723508,0.0008089796412648,0.0070975418165912,0.021768729517779,0.0207662075523316,0.0872382667120986,0.0075012398117808,0.0323044445301489,0.232204574970484,-76733.75,100598.75,3114083.8811239665
0.0020246513642877,0.0001889952545117,0.0044193157033814,0.0631658318568399,0.0342664034009046,0.1516282531105275,0.0004308875081066,0.0352753070132782,0.0122149895944044,-6916.25,12048.25,341549.11806904565
0.0020225441344401,0.0001853168055059,0.0044193157033814,0.0701605306546076,0.0271693418609268,0.147700376674686,0.00014947407688,0.0337690636363332,0.0044263613137084,452.75,2981.25,88283.46655109433
0.0020662234468683,0.0002816093639719,0.0044193157033814,0.0624668573080148,0.0280408981573025,0.1478589730506186,0.0001609091361514,0.0337690636363332,0.0047649866127274,1304.5,3305.5,97885.45029254247
0.0020950433019524,0.0003377789432316,0.0048411179040561,0.0552790095962417,0.0293506395182482,0.1384734542417338,0.0002782009998076,0.0350219842635192,0.0079436104394982,1481.0,4986.0,142367.71858736954
